0.881,39.474
1.224,39.474
1.582,78.947
2.06,118.421
2.418,157.895
2.746,197.368
3.134,250
3.463,328.947
3.821,407.895
4.179,473.684
4.478,526.316
4.925,618.421
5.403,723.684
5.731,815.789
6.179,894.737
6.597,973.684
7.045,1039.474
7.463,1105.263
7.821,1144.737
8.239,1223.684
8.716,1289.474
9.224,1342.105
9.672,1394.737
10.179,1460.526
10.507,1486.842
10.627,1460.526
10.866,1539.474
11.134,1552.632
11.373,1578.947
11.552,1578.947
11.761,1618.421
12.03,1631.579
12.269,1657.895
12.507,1657.895
12.746,1671.053
13.045,1710.526
13.284,1723.684
13.612,1736.842
13.91,1723.684
14.149,1736.842
14.328,1776.316
14.567,1776.316
14.925,1776.316
15.194,1802.632
15.463,1815.789
15.761,1815.789
16.015,1828.947
