0.119,11.788
0.333,19.948
0.476,29.016
0.619,38.083
0.762,46.244
0.905,54.404
1,63.472
1.143,70.725
1.286,78.886
1.381,86.14
1.524,95.207
1.619,104.275
1.857,112.435
1.952,124.223
2.143,131.477
2.238,139.637
2.429,146.891
2.619,158.679
2.714,168.653
3,172.28
3.19,184.974
3.333,196.762
3.524,200.389
3.762,208.549
3.952,216.71
4.143,223.964
4.381,230.311
4.667,237.565
4.905,246.632
5.286,253.886
5.524,261.14
5.81,267.487
6.143,272.021
6.429,275.648
6.714,281.088
7,283.808
7.381,284.715
7.762,286.528
8,287.435
8.19,284.715
8.476,284.715
9.048,283.808
9.19,281.088
9.476,280.181
9.667,276.554
9.905,272.927
10.381,269.301
10.714,262.953
11.143,262.047
11.333,260.233
11.667,256.606
12.048,252.979
12.333,251.166
12.667,249.352
12.905,247.539
13.238,244.819
13.524,241.192
13.81,241.192
14.048,238.472
14.286,236.658
14.619,236.658
14.857,233.938
15.19,230.311
15.476,226.684
15.762,226.684
16,223.057
16.333,219.43
16.571,220.337
16.905,215.803
17.095,213.99
17.429,212.176
17.714,208.549
17.952,204.922
18.333,202.202
18.619,198.575
19.048,196.762
19.333,194.041
19.667,190.415
19.857,188.601
20.143,186.788
20.571,184.067
20.81,180.44
21.048,177.72
21.476,175.907
21.667,172.28
21.905,170.466
22.286,168.653
22.619,164.119
22.857,161.399
23.095,159.585
23.381,155.959
23.762,153.238
24.143,150.518
24.524,147.798
24.762,145.078
25,142.358
25.381,139.637
25.667,139.637
25.857,136.01
26.429,131.477
26.667,129.663
26.952,127.85
27.333,125.13
27.714,121.503
27.952,118.782
28.286,116.969
28.714,115.155
29.048,110.622
29.333,106.995
29.667,106.088
30,103.368
30.286,101.554
30.524,98.834
30.714,96.114
31.048,94.301
31.381,91.58
31.714,88.86
32.048,85.233
32.381,82.513
32.81,81.606
33.095,78.886
33.429,77.073
33.714,75.259
33.952,73.446
34.381,70.725
34.619,67.098
35,63.472
35.238,62.565
35.524,59.845
35.762,58.938
35.952,56.218
36.143,54.404
36.476,52.591
36.714,49.87
37.048,47.15
37.238,45.337
37.571,42.617
37.857,38.99
38.143,37.176
38.524,34.456
38.81,31.736
39,29.016
39.286,27.202
39.571,25.389
39.905,23.575
40.19,19.948
40.429,16.321
40.905,12.694
41.143,11.788
41.429,8.161
41.667,7.254
41.929,5.44
