0.014,3.614
0.166,5.422
0.276,8.313
0.359,11.205
0.47,16.265
0.525,19.88
0.663,23.494
0.746,27.831
0.801,30.361
0.912,32.53
0.994,37.229
1.077,40.12
1.133,44.096
1.243,46.627
1.326,49.157
1.436,52.771
1.492,56.024
1.575,60
1.74,67.229
1.74,69.759
1.796,72.651
1.851,76.627
1.989,81.687
2.127,84.578
2.21,89.277
2.348,92.892
2.459,96.867
2.541,99.759
2.652,103.735
2.79,106.627
2.901,109.88
2.956,112.771
3.094,115.301
3.232,118.193
3.343,120.361
3.425,123.614
3.481,127.229
3.591,132.651
3.674,134.458
3.84,137.349
3.923,138.795
4.033,140.964
4.199,142.771
4.309,145.663
4.503,148.554
4.724,151.084
4.917,153.253
5.138,155.06
5.304,157.229
5.442,158.675
5.773,160.843
6.077,161.205
6.271,160.482
6.492,160.12
6.713,158.313
6.989,157.59
7.099,156.145
7.431,153.253
7.597,151.807
7.762,151.084
7.983,150.361
8.177,148.916
8.453,147.831
8.674,145.301
8.812,142.048
8.978,139.518
9.116,138.072
9.309,135.542
9.475,134.096
9.641,131.928
9.807,131.205
9.945,129.759
10.221,126.867
10.304,125.422
10.525,124.699
10.691,123.614
10.801,122.53
10.939,120
11.105,117.831
11.298,117.108
11.436,115.301
11.63,114.217
11.851,111.687
12.017,109.88
12.155,108.434
12.376,108.072
12.514,105.542
12.597,102.289
12.735,100.843
13.011,99.036
13.177,97.59
13.287,94.699
13.37,90.723
13.425,87.831
13.619,91.446
13.757,92.53
13.95,90
14.171,88.193
14.42,84.578
14.641,82.048
14.972,79.518
15.249,77.711
15.497,74.819
15.773,72.651
15.939,71.566
16.133,67.59
16.188,66.145
16.492,62.53
16.63,60.723
16.851,60.723
17.099,59.277
17.293,56.024
17.486,55.663
17.762,54.578
17.928,50.964
18.149,47.711
18.453,46.265
18.619,45.542
18.923,44.096
19.116,41.566
19.254,38.675
19.475,35.06
19.641,33.614
19.779,32.53
19.945,30.723
20.138,29.277
20.359,27.108
20.58,25.301
20.884,19.88
20.967,16.988
21.077,13.012
21.271,13.373
21.492,13.012
21.713,12.289
21.934,9.398
22.099,7.59
22.265,6.867
22.652,4.337
22.721,1.446
